pair,name,operations,sample,wall_ns,allocated_words
2,eta_signal.public_sync.failed_retry.depth_10.position_middle,262144,9,3733.234735,3827.000172
2,eta_signal.public_sync.successful.depth_100.position_none,65536,1,11279.160390,8791.000687
2,eta_signal.public_sync.successful.depth_100.position_none,65536,2,11285.341316,8791.000687
2,eta_signal.public_sync.successful.depth_100.position_none,65536,3,11283.063941,8791.000687
2,eta_signal.public_sync.successful.depth_100.position_none,65536,4,11279.938917,8791.000687
2,eta_signal.public_sync.successful.depth_100.position_none,65536,5,11230.804375,8791.000687
2,eta_signal.public_sync.successful.depth_100.position_none,65536,6,11188.429198,8791.000687
2,eta_signal.public_sync.successful.depth_100.position_none,65536,7,11222.138710,8791.000687
2,eta_signal.public_sync.successful.depth_100.position_none,65536,8,11243.850167,8791.000687
2,eta_signal.public_sync.successful.depth_100.position_none,65536,9,11244.857888,8791.000687
2,eta_signal.public_sync.failed_retry.depth_100.position_last,32768,1,19228.391466,13747.001373
2,eta_signal.public_sync.failed_retry.depth_100.position_last,32768,2,19238.737877,13747.001373
2,eta_signal.public_sync.failed_retry.depth_100.position_last,32768,3,19225.830329,13747.001373
2,eta_signal.public_sync.failed_retry.depth_100.position_last,32768,4,19215.913198,13747.001373
2,eta_signal.public_sync.failed_retry.depth_100.position_last,32768,5,19226.259610,13747.001373
2,eta_signal.public_sync.failed_retry.depth_100.position_last,32768,6,19221.981347,13747.001373
2,eta_signal.public_sync.failed_retry.depth_100.position_last,32768,7,19193.576009,13747.001373
2,eta_signal.public_sync.failed_retry.depth_100.position_last,32768,8,19240.847905,13747.001373
2,eta_signal.public_sync.failed_retry.depth_100.position_last,32768,9,19246.399461,13747.001373
3,eta_signal.raw.successful.depth_1.position_none,1048576,1,637.397761,797.000227
3,eta_signal.raw.successful.depth_1.position_none,1048576,2,637.570338,797.000227
3,eta_signal.raw.successful.depth_1.position_none,1048576,3,645.884711,797.000227
3,eta_signal.raw.successful.depth_1.position_none,1048576,4,646.240323,797.000227
3,eta_signal.raw.successful.depth_1.position_none,1048576,5,600.728072,797.000227
3,eta_signal.raw.successful.depth_1.position_none,1048576,6,600.983640,797.000227
3,eta_signal.raw.successful.depth_1.position_none,1048576,7,601.369038,797.000227
3,eta_signal.raw.successful.depth_1.position_none,1048576,8,602.085947,797.000227
3,eta_signal.raw.successful.depth_1.position_none,1048576,9,604.885145,797.000227
3,eta_signal.raw.failed_retry.depth_1.position_last,524288,1,1027.805411,1227.000454
3,eta_signal.raw.failed_retry.depth_1.position_last,524288,2,1028.383394,1227.000454
3,eta_signal.raw.failed_retry.depth_1.position_last,524288,3,1031.158263,1227.000454
3,eta_signal.raw.failed_retry.depth_1.position_last,524288,4,1030.758085,1227.000454
