pair,name,graph_size,operations,sample,wall_ns,allocated_words
1,control.boxed_old.old_ref_store,1,16777216,9,1.388074,0.000001
1,control.boxed_young.construct,0,16777216,1,1.091067,2.000001
1,control.boxed_young.construct,0,16777216,2,1.091180,2.000001
1,control.boxed_young.construct,0,16777216,3,1.090825,2.000001
1,control.boxed_young.construct,0,16777216,4,1.090470,2.000001
1,control.boxed_young.construct,0,16777216,5,1.090882,2.000001
1,control.boxed_young.construct,0,16777216,6,1.090058,2.000001
1,control.boxed_young.construct,0,16777216,7,1.090285,2.000001
1,control.boxed_young.construct,0,16777216,8,1.091308,2.000001
1,control.boxed_young.construct,0,16777216,9,1.090356,2.000001
1,control.boxed_young.old_ref_store,1,16777216,1,1.879329,2.000001
1,control.boxed_young.old_ref_store,1,16777216,2,2.013934,2.000001
1,control.boxed_young.old_ref_store,1,16777216,3,2.015469,2.000001
1,control.boxed_young.old_ref_store,1,16777216,4,2.015952,2.000001
1,control.boxed_young.old_ref_store,1,16777216,5,2.015710,2.000001
