attack_id,second,rss_kb,live_words,minor_words_delta,major_words_delta,user_cpu_seconds_delta,system_cpu_seconds_delta,fd_count,fiber_count,stream_active,stream_cancelled,stream_live,frames_seen,dropped_frames,disconnected,error_class
ping_flood,3,38624,149208,2097150,102529,0.005087,0.004585,4,0,0,0,0,4000,3900,true,connection_closed
ping_flood,4,38624,149208,2097150,102529,0.005260,0.004673,4,0,0,0,0,5000,4900,true,connection_closed
ping_flood,5,38624,149208,2097150,102529,0.005451,0.004771,4,0,0,0,0,6000,5900,true,connection_closed
ping_flood,6,38624,149208,2097150,102529,0.005677,0.004887,4,0,0,0,0,7000,6900,true,connection_closed
ping_flood,7,38624,149208,2097150,102529,0.006134,0.004891,4,0,0,0,0,8000,7900,true,connection_closed
ping_flood,8,38624,149208,2097150,102529,0.006470,0.004891,4,0,0,0,0,9000,8900,true,connection_closed
ping_flood,9,38624,149208,2097150,102529,0.006656,0.004891,4,0,0,0,0,10000,9900,true,connection_closed
ping_flood,10,38624,149208,2097150,102529,0.007035,0.004891,4,0,0,0,0,11000,10900,true,connection_closed
ping_flood,11,38624,149208,2097150,102529,0.007318,0.004891,4,0,0,0,0,12000,11900,true,connection_closed
ping_flood,12,38624,149208,2097150,102529,0.007586,0.004891,4,0,0,0,0,13000,12900,true,connection_closed
ping_flood,13,38624,149208,2097150,102529,0.007854,0.004891,4,0,0,0,0,14000,13900,true,connection_closed
ping_flood,14,38624,149208,2097150,102529,0.008211,0.004891,4,0,0,0,0,15000,14900,true,connection_closed
ping_flood,15,38624,149208,2097150,102529,0.008417,0.004891,4,0,0,0,0,16000,15900,true,connection_closed
ping_flood,16,38624,149208,2097150,102529,0.008609,0.004891,4,0,0,0,0,17000,16900,true,connection_closed
ping_flood,17,38624,149208,2097150,102529,0.008919,0.004891,4,0,0,0,0,18000,17900,true,connection_closed
ping_flood,18,38624,149208,2097150,102529,0.009003,0.005031,4,0,0,0,0,19000,18900,true,connection_closed
ping_flood,19,38624,149208,2097150,102529,0.009003,0.005247,4,0,0,0,0,20000,19900,true,connection_closed
ping_flood,20,38624,149208,2097150,102529,0.009003,0.005503,4,0,0,0,0,21000,20900,true,connection_closed
ping_flood,21,38624,149208,2097150,102529,0.009003,0.005846,4,0,0,0,0,22000,21900,true,connection_closed
ping_flood,22,38624,149208,2097150,102529,0.009003,0.006139,4,0,0,0,0,23000,22900,true,connection_closed
ping_flood,23,38624,149208,2097150,102529,0.009003,0.006511,4,0,0,0,0,24000,23900,true,connection_closed
ping_flood,24,38624,149208,2097150,102529,0.009003,0.006825,4,0,0,0,0,25000,24900,true,connection_closed
